id,sales
3000888,20.959673
3002082,20.31277
3002081,387.4899
3002080,20.31277
3002079,443.56503
3002078,114.51878
3002077,20.31277
3002076,20.31277
3002075,20.198296
3002074,395.56998
3002073,2975.4739
3002072,20.198296
3002071,79.515236
3002070,79.515236
3002069,20.198296
3002068,427.61295
3002067,20.198296
3002066,20.198296
3002065,336.60446
3002064,223.63773
3002063,419.60226
3002062,20.198296
3002061,379.54855
3002060,20.198296
3002083,492.68588
3002084,631.16345
3002085,435.55423
3002086,80.24843
3002110,20.291044
3002109,20.291044
3002108,20.312773
3002107,403.51132
3002106,3015.8923
3002105,20.31277
3002104,20.31277
3002103,20.31277
3002102,20.31277
3002101,427.54355
3002100,20.31277
3002059,261.2933
3002099,20.31277
3002097,224.3341
3002096,419.5328
3002095,20.31277
3002094,379.47913
3002093,20.31277
3002092,261.98972
3002091,114.51878
3002090,20.31277
3002089,20.31277
3002088,852.5032
3002087,80.24843
3002098,371.7553
3002058,113.668335
3002057,20.198296
3002056,20.198296
3002027,20.18284
3002026,261.6415
3002025,114.06369
3002024,20.18284
3002023,20.18284
3002022,1233.1196
3002021,79.81483
3002020,79.81483
3002019,435.58896
3002018,1489.8127
3002017,544.435
3002028,403.54602
3002016,20.18284
3002014,20.18284
3002013,677.7524
3002012,114.06369
3002011,20.18284
3002010,20.18284
3002009,20.275589
3002008,403.75427
3002007,2996.0886
3002006,20.275589
3002005,20.275589
3002004,20.275589
3002015,435.58896
3002111,111.296265
3002029,20.18284
3002031,186.61884
3002055,826.844
3002054,79.515236
3002053,79.515236
3002052,435.62363
3002051,641.79114
3002050,484.89542
3002049,20.198296
3002048,387.5593
3002047,20.198296
3002046,459.65582
3002045,113.668335
3002030,419.56754
3002044,20.198296
3002042,20.18284
3002041,403.54602
3002040,2118.0354
3002039,20.18284
3002038,20.18284
3002037,20.18284
3002036,20.18284
3002035,435.58896
3002034,20.18284
3002033,20.18284
3002032,364.3084
3002043,20.198296
3002112,638.8349
3002113,20.291044
3002114,419.8104
3002194,363.77005
3002193,379.79147
3002192,20.306503
3002191,258.85587
3002190,110.90091
3002189,20.306503
3002188,20.306503
3002187,806.4317
3002186,78.315
3002185,78.315
3002184,436.2271
3002195,419.84512
3002183,630.63184
3002181,20.306503
3002180,387.80222
3002179,20.306503
3002178,487.59097
3002177,110.90091
3002176,20.306503
3002175,20.306503
3002174,20.213757
3002173,403.61545
3002172,3013.8274
3002171,20.213757
3002182,470.46967
3002170,20.213757
3002196,258.85587
3002198,20.306503
3002222,21.593563
3002221,21.593563
3002220,818.9588
3002219,79.54648
3002218,79.54648
3002217,440.96878
3002216,589.67786
3002215,483.35284
3002214,21.593563
3002213,391.99576
3002212,21.593563
3002197,335.03647
3002211,449.44565
3002209,21.593563
3002208,21.593563
3002207,20.306503
3002206,403.82364
3002205,3036.1182
3002204,20.306503
3002203,20.306503
3002202,78.315
3002201,20.306503
3002200,444.78775
3002199,20.306503
3002210,111.31883
3002003,20.275589
3002169,20.213757
3002167,443.6691
3002138,20.291044
3002137,20.291044
3002136,20.291044
3002135,20.291044
3002134,435.84204
3002133,20.291044
3002132,20.291044
3002131,371.74606
3002130,221.54851
3002129,403.78894
3002128,20.291044
3002139,1873.6909
3002127,395.77826
3002125,259.20407
3002124,111.296265
3002123,20.291044
3002122,20.291044
3002121,1115.5133
3002120,78.3521
3002119,78.3521
3002118,435.84204
3002117,1719.6375
3002116,538.56976
3002115,20.291044
3002126,20.291044
3002168,20.213757
3002140,379.75677
3002142,20.213757
3002166,20.213757
3002165,20.213757
3002164,379.58322
3002163,260.94507
3002162,419.63687
3002161,260.94507
3002160,379.58322
3002159,20.213757
3002158,260.94507
3002157,113.272995
3002156,20.213757
3002141,20.291044
3002155,20.213757
3002153,79.21564
3002152,79.21564
3002151,435.65836
3002150,606.0595
3002149,459.69064
3002148,20.213757
3002147,395.60477
3002146,20.213757
3002145,476.71982
3002144,113.272995
3002143,20.213757
3002154,772.37744
3002224,259.04172
3002002,444.01755
3002000,20.275589
3001859,20.291044
3001858,20.291044
3001857,1185.617
3001856,78.3521
3001855,78.3521
3001854,435.84204
3001853,1672.7776
3001852,564.8458
3001851,20.291044
3001850,419.8104
3001849,20.291044
3001848,629.58203
3001847,111.296265
3001846,20.291044
3001845,20.291044
3001844,20.18284
3001843,403.54602
3001842,2484.7905
3001841,20.18284
3001840,20.18284
3001839,20.18284
3001838,20.18284
3001837,443.5997
3001860,111.296265
3001861,259.20407
3001862,20.291044
3001863,419.8104
3001887,435.55423
3001886,685.9553
3001885,484.1252
3001884,20.312773
3001883,387.4899
3001882,20.31277
3001881,501.24655
3001880,114.51878
3001879,20.31277
3001878,20.31277
3001877,20.291044
3001836,20.18284
3001876,403.78894
3001874,20.291044
3001873,20.291044
3001872,20.291044
3001871,20.291044
3001870,444.40262
3001869,20.291044
3001868,20.291044
3001867,371.74606
3001866,221.54851
3001865,387.76752
3001864,20.291044
3001875,2039.724
3001835,20.18284
3001834,364.3084
3001833,223.98593
3001804,451.71457
3001803,20.229214
3001802,20.229214
3001801,371.60724
3001800,222.94131
3001799,403.65015
3001798,20.229214
3001797,403.65015
3001796,20.229218
3001795,260.5969
3001794,112.87764
3001805,20.229214
3001793,20.229214
3001791,1200.8882
3001790,78.91604
3001789,78.91604
3001788,435.6931
3001787,1608.3911
3001786,562.7113
3001785,20.229214
3001784,427.68234
3001783,20.229214
3001782,634.63727
3001781,112.87764
3001792,20.229214
3001888,80.24843
3001806,20.229214
3001808,78.91604
3001832,419.56754
3001831,20.18284
3001830,403.54602
3001829,20.18284
3001828,261.6415
3001827,114.06369
3001826,20.18284
3001825,20.18284
3001824,1103.3744
3001823,79.81483
3001822,114.06369
3001807,20.229218
3001821,435.58902
3001819,518.75287
3001818,20.18284
3001817,419.56754
3001816,20.18284
3001815,622.79553
3001814,114.06369
3001813,20.18284
3001812,20.18284
3001811,20.229214
3001810,379.61795
3001809,2379.797
3001820,1186.6482
3001889,80.24843
3001890,852.5032
3001891,20.31277
3001971,20.229214
3001970,20.229214
3001969,443.70377
3001968,20.229214
3001967,20.229214
3001966,371.60724
3001965,222.94131
3001964,395.6394
3001963,20.229214
3001962,419.67166
3001961,20.229214
3001972,78.91604
3001960,260.5969
3001958,20.229214
3001957,20.229214
3001956,1251.4695
3001955,78.91604
3001954,78.91604
3001953,435.6931
3001952,1809.6062
3001951,571.272
3001950,20.229214
3001949,411.6609
3001948,20.229214
3001959,112.87764
3001947,727.1638
3001973,20.229214
3001975,403.65015
3001999,371.71133
3001998,221.8967
3001997,419.77573
3001996,20.275589
3001995,403.75427
3001994,20.275589
3001993,259.55228
3001992,111.69162
3001991,20.275589
3001990,20.275589
3001989,822.8384
3001974,1655.4324
3001988,78.38919
3001986,435.79715
3001985,656.29083
3001984,478.26013
3001983,20.275589
3001982,387.73276
3001981,20.275589
3001980,461.1389
3001979,111.691605
3001978,20.275589
3001977,20.275589
3001976,20.229214
3001987,78.38919
3002001,20.275589
3001946,112.87764
3001944,20.229214
3001915,20.198296
3001914,476.3347
3001913,113.668335
3001912,20.198296
3001911,20.198296
3001910,20.31277
3001909,403.51135
3001908,2990.9004
3001907,20.31277
3001906,20.31277
3001905,20.31277
3001916,387.5593
3001904,20.31277
3001902,20.31277
3001901,20.31277
3001900,364.57236
3001899,224.3341
3001898,419.5328
3001897,20.31277
3001896,395.5006
3001895,20.31277
3001894,261.98972
3001893,114.51878
3001892,20.312773
3001903,435.5543
3001945,20.229214
3001917,20.198296
3001919,669.5492
3001943,20.198296
3001942,403.58078
3001941,2987.7
3001940,20.198296
3001939,20.198296
3001938,79.515236
3001937,20.198296
3001936,427.61295
3001935,20.198296
3001934,20.198296
3001933,371.5378
3001918,451.64517
3001932,223.63773
3001930,20.198296
3001929,379.54855
3001928,20.198296
3001927,261.2933
3001926,113.668335
3001925,20.198296
3001924,20.198296
3001923,780.5808
3001922,79.515236
3001921,79.515236
3001920,443.63434
3001931,419.60226
3001780,20.229214
3002225,21.593563
3002227,183.89061
3002529,20.18284
3002528,20.18284
3002527,364.3084
3002526,186.61884
3002525,419.56754
3002524,20.18284
3002523,411.55673
3002522,20.18284
3002521,261.6415
3002520,114.06369
3002519,20.18284
3002518,20.18284
3002517,1233.1196
3002516,79.81483
3002515,79.81483
3002514,443.5997
3002513,1103.3744
3002512,570.11676
3002511,20.18284
3002510,395.5353
3002509,20.18284
3002508,596.09485
3002507,114.06369
3002530,427.57822
3002531,20.18284
3002532,20.18284
3002533,20.18284
3002557,20.959673
3002556,373.57364
3002555,20.959673
3002554,221.07796
3002553,146.82959
3002552,20.959673
3002551,20.959673
3002550,817.78345
3002549,78.90473
3002548,78.90473
3002547,438.05002
3002506,20.18284
3002546,614.22516
3002544,20.959673
3002543,389.4274
3002542,20.959673
3002541,463.4805
3002540,110.86546
3002539,20.959673
3002538,20.959673
3002537,20.18284
3002536,403.54602
3002535,2643.717
3002534,20.18284
3002545,480.43405
3002505,20.18284
3002504,20.959673
3002503,405.2812
3002474,110.86546
3002473,20.959673
3002472,20.959673
3002471,20.306503
3002470,379.79147
3002469,3011.6687
3002468,20.306503
3002467,20.306503
3002466,20.306503
3002465,20.306503
3002464,427.85593
3002475,463.4805
3002463,20.306503
3002461,371.78076
3002460,146.53073
3002459,419.84512
3002458,20.306503
3002457,379.79147
3002456,20.306503
3002455,221.20029
3002454,110.90091
3002453,20.306503
3002452,20.306503
3002451,815.6844
3002462,20.306503
3002558,421.13498
3002476,20.959673
3002478,20.959673
3002502,3041.364
3002501,20.959673
3002500,20.959673
3002499,20.959673
3002498,20.959673
3002497,421.13498
3002496,20.959673
3002495,20.959673
3002494,365.64673
3002493,221.07796
3002492,421.13498
3002477,389.4274
3002491,20.959673
3002489,20.959673
3002488,258.7111
3002487,110.86546
3002486,20.959673
3002485,20.959673
3002484,864.25934
3002483,78.90473
3002482,78.90473
3002481,438.05002
3002480,651.23584
3002479,463.4805
3002490,397.35428
3002559,221.07796
3002560,373.57364
3002561,20.959673
3002641,20.229214
3002640,643.89014
3002639,112.87764
3002638,20.229214
3002637,20.229214
3002636,20.26013
3002635,395.70883
3002634,2982.1868
3002633,20.26013
3002632,20.26013
3002631,20.26013
3002642,395.6394
3002630,20.26013
3002628,20.26013
3002627,20.26013
3002626,379.68738
3002625,222.2449
3002624,419.74103
3002623,20.26013
3002622,387.6981
3002621,20.26013
3002620,222.2449
3002619,112.08696
3002618,20.26013
3002629,435.7625
3002617,20.26013
3002643,20.229214
3002645,1797.7473
3002669,20.229214
3002668,403.65015
3002667,1845.1843
3002666,78.91604
3002665,20.229214
3002664,20.229214
3002663,20.229214
3002662,443.70377
3002661,20.229214
3002660,20.229214
3002659,335.90805
3002644,554.15063
3002658,222.94131
3002656,20.229214
3002655,411.6609
3002654,20.229214
3002653,260.5969
3002652,112.87764
3002651,20.229214
3002650,20.229214
3002649,1125.0278
3002648,78.91604
3002647,78.91604
3002646,435.6931
3002657,403.65015
3002450,78.315
3002616,812.5365
3002614,78.4722
3002585,20.26013
3002584,20.26013
3002583,849.54694
3002582,78.4722
3002581,78.4722
3002580,435.7625
3002579,682.9994
3002578,469.3145
3002577,20.26013
3002576,387.6981
3002575,20.26013
3002586,112.08696
3002574,477.87503
3002572,20.26013
3002571,20.26013
3002570,20.959673
3002569,405.2812
3002568,3000.3904
3002567,20.959673
3002566,20.959673
3002565,20.959673
3002564,20.959673
3002563,438.05002
3002562,20.959673
3002573,112.08696
3002615,78.4722
3002587,259.90048
3002589,387.6981
3002613,435.7625
3002612,599.72534
3002611,477.87503
3002610,20.26013
3002609,387.6981
3002608,20.26013
3002607,486.43582
3002606,112.08696
3002605,20.26013
3002604,20.26013
3002603,20.26013
3002588,20.26013
3002602,403.71964
3002600,20.26013
3002599,20.26013
3002598,20.26013
3002597,20.26013
3002596,435.7625
3002595,20.26013
3002594,20.26013
3002593,371.67664
3002592,222.2449
3002591,419.74106
3002590,20.26013
3002601,3006.636
3002226,384.06888
3002449,78.315
3002447,602.8737
3002306,21.593569
3002305,407.84952
3002304,3049.081
3002303,21.593563
3002302,79.54648
3002301,111.31883
3002300,21.593563
3002299,432.4919
3002298,21.593563
3002297,21.593563
3002296,376.142
3002295,221.4086
3002294,424.01514
3002293,336.60696
3002292,384.06888
3002291,21.593563
3002290,259.04172
3002289,111.31883
3002288,21.593563
3002287,21.593563
3002286,847.4944
3002285,79.54648
3002284,79.54648
3002307,20.306503
3002308,20.306503
3002309,110.90091
3002310,470.46967
3002334,20.306503
3002333,20.306503
3002332,453.34842
3002331,20.306503
3002330,20.306503
3002329,371.78076
3002328,221.2003
3002327,419.84512
3002326,78.315
3002325,371.78076
3002324,20.306503
3002283,440.96878
3002323,258.85587
3002321,20.306503
3002320,20.306503
3002319,815.6844
3002318,78.315
3002317,78.315
3002316,436.2271
3002315,612.12634
3002314,470.46967
3002313,20.306503
3002312,387.80222
3002311,20.306503
3002322,110.90091
3002282,589.67786
3002281,466.3993
3002280,21.593563
3002251,79.54648
3002250,440.96878
3002249,598.84674
3002248,457.92236
3002247,21.593563
3002246,391.99576
3002245,21.593563
3002244,474.876
3002243,111.31883
3002242,21.593569
3002241,21.593569
3002252,79.54648
3002240,21.593563
3002238,3062.529
3002237,21.593563
3002236,21.593563
3002235,79.54648
3002234,21.593563
3002233,440.96878
3002232,21.593563
3002231,21.593563
3002230,368.18375
3002229,221.4086
3002228,424.01514
3002239,407.84952
3002335,20.306503
3002253,782.2228
3002255,21.593563
3002279,399.92264
3002278,21.593563
3002277,474.876
3002276,111.31883
3002275,21.593563
3002274,21.593563
3002273,21.593563
3002272,407.84952
3002271,3076.2634
3002270,21.593563
3002269,79.54648
3002254,21.593563
3002268,21.593563
3002266,449.44562
3002265,21.593569
3002264,21.593563
3002263,376.142
3002262,259.04172
3002261,424.01514
3002260,384.06888
3002259,391.99576
3002258,21.593563
3002257,259.04172
3002256,111.31883
3002267,21.593563
3002336,20.306503
3002337,3023.8928
3002338,403.82364
3002418,872.05664
3002417,81.47171
3002416,81.47171
3002415,449.72498
3002414,646.2711
3002413,510.45752
3002412,23.68531
3002411,399.70084
3002410,23.68531
3002409,492.79898
3002408,112.73912
3002419,23.68531
3002407,23.68531
3002405,21.593563
3002404,407.84952
3002403,3076.2634
3002402,21.593563
3002401,79.54648
3002400,21.593569
3002399,21.593563
3002398,432.4919
3002397,21.593563
3002396,21.593563
3002395,376.142
3002406,23.68531
3002394,221.4086
3002420,23.68531
3002422,260.60062
3002446,453.34842
3002445,20.306503
3002444,387.80222
3002443,20.306503
3002442,461.90906
3002441,110.90091
3002440,20.306503
3002439,20.306503
3002438,23.68531
3002437,415.81772
3002436,3120.0286
3002421,112.73912
3002435,23.68531
3002433,23.68531
3002432,23.68531
3002431,449.72498
3002430,23.68531
3002429,23.68531
3002428,339.02847
3002427,222.40048
3002426,432.77133
3002425,23.685312
3002424,399.70087
3002423,23.68531
3002434,23.68531
3002448,436.2271
3002393,424.01514
3002391,384.06888
3002362,364.04453
3002361,186.12274
3002360,419.60226
3002359,20.198296
3002358,379.54855
3002357,20.198296
3002356,261.2933
3002355,113.668335
3002354,20.198296
3002353,20.198296
3002352,845.3495
3002363,20.198296
3002351,79.515236
3002349,435.62363
3002348,641.79114
3002347,484.89542
3002346,20.198296
3002345,387.5593
3002344,20.198296
3002343,451.64517
3002342,113.668335
3002341,20.198296
3002340,20.198296
3002339,20.306503
3002350,79.515236
3002392,111.31883
3002364,20.1983
3002366,20.198296
3002390,21.593563
3002389,259.04172
3002388,111.31883
3002387,21.593563
3002386,21.593563
3002385,818.9588
3002384,79.54648
3002383,79.54648
3002382,440.96878
3002381,626.3531
3002380,457.92236
3002365,427.61295
3002379,21.593563
3002377,21.593563
3002376,483.35284
3002375,111.31883
3002374,21.593563
3002373,21.593563
3002372,20.198296
3002371,387.5593
3002370,3012.1504
3002369,20.198296
3002368,20.198296
3002367,20.198296
3002378,391.99576
3001779,20.229214
3002223,111.31883
3001777,403.54602
3001190,438.32944
3001189,22.865685
3001188,642.68805
3001187,112.25212
3001186,22.865683
3001185,22.865683
3001184,20.327566
3001183,403.85837
3001182,2095.4841
3001181,20.327566
3001180,20.327566
3001179,20.327566
3001178,20.327566
3001177,419.87985
3001176,20.327566
3001175,20.327566
3001174,363.80472
3001173,220.85208
3001172,419.87985
3001171,20.327566
3001170,419.87985
3001169,20.327566
3001168,258.50766
3001191,22.865683
3001192,587.6752
3001193,1922.3792
3001194,446.80624
3001218,22.227459
3001217,22.865683
3001216,412.9863
3001215,1863.0828
3001214,80.829956
3001213,80.829956
3001212,22.865685
3001211,22.865685
3001210,472.2367
3001209,22.865683
3001208,22.865683
3001167,110.53195
3001207,371.55637
3001205,421.37582
3001204,22.865683
3001203,429.85257
3001202,22.865683
3001201,259.79346
3001200,112.25212
3001199,22.865683
3001198,22.865683
3001197,1202.1304
3001196,80.829956
3001195,80.829956
3001206,259.79346
3001166,20.327566
3001165,20.327566
3001164,1113.822
3001135,261.6415
3001134,114.06369
3001133,20.18284
3001132,20.18284
3001131,1149.6375
3001130,79.81483
3001129,79.81483
3001128,435.58896
3001127,1253.006
3001126,544.435
3001125,20.18284
3001136,20.18284
3001124,411.55673
3001122,570.11676
3001121,114.06369
3001120,20.18284
3001119,20.18284
3001118,22.227459
3001117,410.4179
